,Full path,Coordinates
570,.\DataBase\Runway 3\06368.jpg,"['149', '181', '170', '164', '106', '106', '80', '80']"
571,.\DataBase\Runway 3\06369.jpg,"['150', '179', '170', '164', '106', '106', '81', '81']"
572,.\DataBase\Runway 3\06370.jpg,"['150', '180', '168', '164', '106', '106', '79', '79']"
573,.\DataBase\Runway 3\06371.jpg,"['150', '180', '169', '163', '107', '107', '79', '79']"
574,.\DataBase\Runway 3\06372.jpg,"['150', '180', '169', '162', '106', '106', '79', '80']"
575,.\DataBase\Runway 3\06373.jpg,"['148', '181', '169', '163', '107', '108', '80', '80']"
576,.\DataBase\Runway 3\06374.jpg,"['149', '182', '170', '164', '108', '108', '80', '80']"
577,.\DataBase\Runway 3\06375.jpg,"['148', '182', '169', '164', '107', '107', '80', '80']"
578,.\DataBase\Runway 3\06376.jpg,"['148', '181', '169', '164', '106', '106', '80', '80']"
579,.\DataBase\Runway 3\06377.jpg,"['148', '181', '169', '164', '108', '109', '80', '80']"
580,.\DataBase\Runway 3\06378.jpg,"['150', '180', '169', '164', '108', '107', '79', '79']"
581,.\DataBase\Runway 3\06379.jpg,"['149', '181', '169', '163', '107', '108', '80', '80']"
582,.\DataBase\Runway 3\06380.jpg,"['148', '181', '169', '164', '108', '108', '80', '80']"
583,.\DataBase\Runway 3\06381.jpg,"['148', '180', '169', '163', '108', '109', '80', '80']"
584,.\DataBase\Runway 3\06382.jpg,"['147', '181', '168', '163', '108', '108', '80', '80']"
585,.\DataBase\Runway 3\06383.jpg,"['147', '181', '168', '163', '109', '108', '80', '80']"
586,.\DataBase\Runway 3\06384.jpg,"['147', '180', '169', '164', '107', '108', '79', '80']"
587,.\DataBase\Runway 3\06385.jpg,"['149', '180', '168', '164', '108', '108', '79', '79']"
588,.\DataBase\Runway 3\06386.jpg,"['148', '181', '168', '164', '108', '108', '79', '79']"
589,.\DataBase\Runway 3\06387.jpg,"['148', '181', '169', '162', '108', '108', '80', '80']"
590,.\DataBase\Runway 3\06388.jpg,"['147', '181', '168', '164', '109', '108', '79', '79']"
591,.\DataBase\Runway 3\06389.jpg,"['148', '181', '169', '164', '109', '109', '80', '80']"
592,.\DataBase\Runway 3\06390.jpg,"['147', '182', '169', '164', '110', '110', '80', '80']"
593,.\DataBase\Runway 3\06391.jpg,"['147', '182', '168', '163', '110', '109', '79', '80']"
594,.\DataBase\Runway 3\06392.jpg,"['148', '180', '169', '163', '109', '108', '80', '80']"
595,.\DataBase\Runway 3\06393.jpg,"['148', '180', '169', '164', '109', '109', '80', '80']"
596,.\DataBase\Runway 3\06394.jpg,"['147', '184', '169', '164', '109', '109', '79', '79']"
597,.\DataBase\Runway 3\06395.jpg,"['147', '185', '169', '164', '109', '108', '80', '79']"
598,.\DataBase\Runway 3\06396.jpg,"['147', '183', '170', '162', '110', '110', '80', '80']"
599,.\DataBase\Runway 3\06397.jpg,"['147', '182', '170', '164', '108', '108', '80', '80']"
600,.\DataBase\Runway 3\06398.jpg,"['146', '184', '168', '162', '110', '110', '79', '79']"
601,.\DataBase\Runway 3\06399.jpg,"['147', '185', '169', '163', '110', '110', '79', '79']"
602,.\DataBase\Runway 3\06400.jpg,"['146', '187', '170', '163', '110', '110', '78', '78']"
603,.\DataBase\Runway 3\06401.jpg,"['146', '186', '170', '164', '110', '110', '79', '79']"
604,.\DataBase\Runway 3\06402.jpg,"['145', '185', '170', '163', '110', '110', '79', '79']"
605,.\DataBase\Runway 3\06403.jpg,"['145', '183', '169', '162', '110', '110', '79', '79']"
606,.\DataBase\Runway 3\06404.jpg,"['146', '182', '169', '163', '111', '110', '78', '78']"
607,.\DataBase\Runway 3\06405.jpg,"['145', '184', '168', '162', '110', '110', '78', '78']"
608,.\DataBase\Runway 3\06406.jpg,"['144', '185', '169', '163', '111', '111', '78', '78']"
609,.\DataBase\Runway 3\06407.jpg,"['145', '184', '169', '162', '110', '110', '78', '78']"
610,.\DataBase\Runway 3\06408.jpg,"['143', '184', '170', '164', '110', '110', '78', '78']"
611,.\DataBase\Runway 3\06409.jpg,"['142', '185', '169', '163', '111', '111', '77', '77']"
612,.\DataBase\Runway 3\06410.jpg,"['142', '184', '169', '162', '112', '111', '77', '77']"
613,.\DataBase\Runway 3\06411.jpg,"['143', '184', '168', '164', '111', '111', '78', '78']"
614,.\DataBase\Runway 3\06412.jpg,"['142', '183', '168', '162', '111', '111', '76', '76']"
615,.\DataBase\Runway 3\06413.jpg,"['142', '183', '169', '162', '112', '111', '78', '78']"
616,.\DataBase\Runway 3\06414.jpg,"['142', '184', '168', '164', '112', '112', '77', '77']"
617,.\DataBase\Runway 3\06415.jpg,"['142', '184', '168', '162', '111', '111', '78', '78']"
618,.\DataBase\Runway 3\06416.jpg,"['143', '184', '168', '162', '112', '112', '77', '77']"
619,.\DataBase\Runway 3\06417.jpg,"['140', '184', '169', '162', '112', '112', '77', '77']"
620,.\DataBase\Runway 3\06418.jpg,"['143', '184', '167', '162', '112', '112', '76', '76']"
621,.\DataBase\Runway 3\06419.jpg,"['141', '184', '168', '163', '113', '113', '77', '77']"
622,.\DataBase\Runway 3\06420.jpg,"['142', '183', '168', '162', '113', '113', '77', '77']"
623,.\DataBase\Runway 3\06421.jpg,"['139', '188', '168', '160', '112', '113', '76', '76']"
624,.\DataBase\Runway 3\06422.jpg,"['140', '184', '168', '161', '112', '112', '76', '76']"
625,.\DataBase\Runway 3\06423.jpg,"['140', '184', '168', '162', '112', '112', '76', '76']"
626,.\DataBase\Runway 3\06424.jpg,"['140', '185', '167', '162', '112', '112', '75', '76']"
627,.\DataBase\Runway 3\06425.jpg,"['140', '185', '168', '162', '113', '113', '76', '76']"
628,.\DataBase\Runway 3\06426.jpg,"['140', '185', '168', '161', '113', '112', '75', '75']"
629,.\DataBase\Runway 3\06427.jpg,"['138', '186', '167', '162', '113', '113', '74', '74']"
630,.\DataBase\Runway 3\06428.jpg,"['138', '187', '168', '160', '114', '114', '75', '76']"
631,.\DataBase\Runway 3\06429.jpg,"['139', '185', '167', '161', '112', '112', '74', '74']"
632,.\DataBase\Runway 3\06430.jpg,"['138', '186', '168', '160', '113', '113', '75', '75']"
633,.\DataBase\Runway 3\06431.jpg,"['139', '185', '168', '161', '113', '112', '74', '74']"
634,.\DataBase\Runway 3\06432.jpg,"['138', '186', '168', '162', '113', '114', '75', '75']"
635,.\DataBase\Runway 3\06433.jpg,"['138', '188', '167', '160', '115', '115', '75', '75']"
636,.\DataBase\Runway 3\06434.jpg,"['136', '188', '168', '161', '115', '115', '74', '74']"
637,.\DataBase\Runway 3\06435.jpg,"['136', '186', '167', '160', '114', '114', '74', '74']"
638,.\DataBase\Runway 3\06436.jpg,"['136', '188', '167', '160', '114', '114', '74', '74']"
639,.\DataBase\Runway 3\06437.jpg,"['135', '188', '167', '162', '115', '115', '73', '73']"
640,.\DataBase\Runway 3\06438.jpg,"['135', '189', '167', '160', '116', '116', '73', '73']"
641,.\DataBase\Runway 3\06439.jpg,"['136', '188', '167', '161', '114', '114', '73', '73']"
642,.\DataBase\Runway 3\06440.jpg,"['135', '189', '167', '160', '116', '117', '73', '73']"
643,.\DataBase\Runway 3\06441.jpg,"['134', '190', '167', '160', '117', '116', '74', '74']"
644,.\DataBase\Runway 3\06442.jpg,"['134', '190', '167', '160', '116', '116', '73', '73']"
645,.\DataBase\Runway 3\06443.jpg,"['133', '189', '167', '160', '118', '118', '73', '73']"
646,.\DataBase\Runway 3\06444.jpg,"['133', '190', '166', '160', '118', '118', '73', '73']"
647,.\DataBase\Runway 3\06445.jpg,"['132', '192', '167', '160', '119', '118', '72', '72']"
648,.\DataBase\Runway 3\06446.jpg,"['133', '192', '168', '160', '118', '119', '72', '73']"
649,.\DataBase\Runway 3\06447.jpg,"['133', '190', '167', '162', '118', '116', '73', '73']"
650,.\DataBase\Runway 3\06448.jpg,"['133', '193', '166', '160', '120', '119', '72', '72']"
651,.\DataBase\Runway 3\06449.jpg,"['131', '194', '167', '161', '120', '120', '71', '72']"
652,.\DataBase\Runway 3\06450.jpg,"['130', '194', '167', '161', '121', '120', '72', '72']"
653,.\DataBase\Runway 3\06451.jpg,"['129', '194', '166', '161', '122', '122', '72', '72']"
654,.\DataBase\Runway 3\06452.jpg,"['129', '194', '166', '161', '122', '122', '71', '72']"
655,.\DataBase\Runway 3\06453.jpg,"['128', '196', '166', '161', '123', '122', '72', '72']"
656,.\DataBase\Runway 3\06454.jpg,"['129', '195', '166', '161', '123', '123', '72', '72']"
657,.\DataBase\Runway 3\06455.jpg,"['128', '194', '166', '160', '124', '124', '72', '72']"
658,.\DataBase\Runway 3\06456.jpg,"['127', '196', '167', '161', '124', '123', '72', '72']"
659,.\DataBase\Runway 3\06457.jpg,"['127', '196', '166', '161', '126', '125', '71', '71']"
660,.\DataBase\Runway 3\06458.jpg,"['126', '197', '167', '162', '126', '125', '72', '72']"
661,.\DataBase\Runway 3\06459.jpg,"['124', '197', '166', '161', '127', '126', '72', '72']"
662,.\DataBase\Runway 3\06460.jpg,"['124', '198', '166', '160', '128', '127', '72', '72']"
663,.\DataBase\Runway 3\06461.jpg,"['124', '200', '166', '160', '128', '127', '72', '72']"
664,.\DataBase\Runway 3\06462.jpg,"['124', '199', '167', '161', '129', '129', '72', '72']"
665,.\DataBase\Runway 3\06463.jpg,"['123', '200', '166', '161', '130', '130', '71', '71']"
666,.\DataBase\Runway 3\06464.jpg,"['123', '200', '167', '160', '131', '130', '72', '72']"
667,.\DataBase\Runway 3\06465.jpg,"['120', '202', '167', '159', '132', '131', '73', '73']"
668,.\DataBase\Runway 3\06466.jpg,"['119', '201', '167', '159', '132', '130', '73', '73']"
669,.\DataBase\Runway 3\06467.jpg,"['114', '208', '165', '160', '134', '132', '73', '73']"
670,.\DataBase\Runway 3\06468.jpg,"['120', '206', '166', '160', '133', '132', '73', '73']"
671,.\DataBase\Runway 3\06469.jpg,"['111', '210', '165', '160', '135', '134', '73', '73']"
672,.\DataBase\Runway 3\06470.jpg,"['111', '211', '164', '160', '136', '134', '72', '72']"
673,.\DataBase\Runway 3\06471.jpg,"['114', '210', '165', '160', '136', '134', '73', '73']"
674,.\DataBase\Runway 3\06472.jpg,"['116', '210', '165', '160', '138', '136', '74', '74']"
675,.\DataBase\Runway 3\06473.jpg,"['115', '212', '165', '160', '140', '138', '74', '74']"
676,.\DataBase\Runway 3\06474.jpg,"['111', '214', '165', '158', '140', '140', '73', '73']"
677,.\DataBase\Runway 3\06475.jpg,"['108', '219', '165', '161', '141', '141', '74', '74']"
678,.\DataBase\Runway 3\06476.jpg,"['110', '213', '165', '157', '143', '141', '74', '74']"
679,.\DataBase\Runway 3\06477.jpg,"['106', '218', '164', '159', '144', '143', '74', '74']"
680,.\DataBase\Runway 3\06478.jpg,"['112', '216', '165', '158', '143', '142', '74', '74']"
681,.\DataBase\Runway 3\06479.jpg,"['103', '213', '165', '160', '146', '144', '74', '74']"
682,.\DataBase\Runway 3\06480.jpg,"['106', '217', '165', '158', '147', '147', '75', '75']"
683,.\DataBase\Runway 3\06481.jpg,"['103', '212', '165', '157', '148', '147', '74', '75']"
684,.\DataBase\Runway 3\06482.jpg,"['110', '211', '165', '157', '148', '146', '74', '74']"
685,.\DataBase\Runway 3\06483.jpg,"['107', '213', '165', '157', '149', '146', '74', '75']"
686,.\DataBase\Runway 3\06484.jpg,"['104', '214', '164', '158', '148', '148', '73', '73']"
687,.\DataBase\Runway 3\06485.jpg,"['101', '219', '165', '158', '154', '152', '75', '75']"
688,.\DataBase\Runway 3\06486.jpg,"['101', '218', '165', '157', '156', '155', '75', '75']"
689,.\DataBase\Runway 3\06487.jpg,"['99', '220', '165', '158', '158', '157', '75', '75']"
690,.\DataBase\Runway 3\06488.jpg,"['97', '221', '165', '158', '161', '160', '75', '75']"
691,.\DataBase\Runway 3\06489.jpg,"['97', '227', '165', '155', '164', '161', '76', '76']"
692,.\DataBase\Runway 3\06490.jpg,"['94', '227', '164', '157', '164', '162', '75', '76']"
693,.\DataBase\Runway 3\06491.jpg,"['92', '227', '164', '157', '166', '165', '75', '75']"
694,.\DataBase\Runway 3\06492.jpg,"['88', '228', '165', '158', '171', '168', '76', '76']"
695,.\DataBase\Runway 3\06493.jpg,"['86', '231', '164', '156', '173', '172', '76', '76']"
696,.\DataBase\Runway 3\06494.jpg,"['91', '235', '164', '156', '175', '172', '76', '76']"
697,.\DataBase\Runway 3\06495.jpg,"['87', '234', '164', '156', '176', '174', '76', '76']"
698,.\DataBase\Runway 3\06496.jpg,"['84', '243', '164', '157', '179', '178', '76', '76']"
699,.\DataBase\Runway 3\06497.jpg,"['76', '248', '163', '155', '183', '181', '76', '76']"
700,.\DataBase\Runway 3\06498.jpg,"['78', '242', '164', '158', '185', '182', '76', '76']"
701,.\DataBase\Runway 3\06499.jpg,"['80', '246', '163', '156', '189', '188', '76', '76']"
702,.\DataBase\Runway 3\06500.jpg,"['75', '242', '164', '158', '183', '180', '76', '76']"
703,.\DataBase\Runway 4\03330.jpg,"['164', '195', '186', '177', '143', '144', '110', '110']"
704,.\DataBase\Runway 4\03331.jpg,"['163', '195', '187', '177', '144', '143', '110', '111']"
705,.\DataBase\Runway 4\03332.jpg,"['163', '195', '188', '177', '143', '144', '111', '111']"
706,.\DataBase\Runway 4\03333.jpg,"['163', '195', '187', '177', '144', '145', '111', '111']"
707,.\DataBase\Runway 4\03334.jpg,"['164', '195', '188', '178', '144', '145', '112', '111']"
708,.\DataBase\Runway 4\03335.jpg,"['163', '194', '187', '178', '144', '145', '112', '113']"
709,.\DataBase\Runway 4\03336.jpg,"['166', '196', '188', '177', '144', '146', '112', '113']"
710,.\DataBase\Runway 4\03337.jpg,"['164', '196', '186', '178', '145', '146', '113', '113']"
711,.\DataBase\Runway 4\03338.jpg,"['165', '196', '188', '178', '144', '146', '112', '112']"
712,.\DataBase\Runway 4\03339.jpg,"['163', '197', '187', '178', '144', '147', '113', '113']"
713,.\DataBase\Runway 4\03340.jpg,"['165', '197', '187', '177', '141', '147', '112', '112']"
714,.\DataBase\Runway 4\03341.jpg,"['164', '196', '187', '177', '143', '147', '113', '113']"
715,.\DataBase\Runway 4\03342.jpg,"['165', '196', '187', '177', '141', '147', '113', '113']"
716,.\DataBase\Runway 4\03343.jpg,"['164', '196', '187', '177', '143', '148', '113', '113']"
717,.\DataBase\Runway 4\03344.jpg,"['164', '198', '187', '177', '143', '149', '113', '113']"
718,.\DataBase\Runway 4\03345.jpg,"['167', '196', '186', '178', '143', '148', '113', '113']"
719,.\DataBase\Runway 4\03346.jpg,"['164', '198', '188', '177', '143', '149', '113', '114']"
720,.\DataBase\Runway 4\03347.jpg,"['166', '197', '187', '177', '143', '148', '113', '113']"
721,.\DataBase\Runway 4\03348.jpg,"['166', '197', '187', '178', '145', '149', '114', '113']"
722,.\DataBase\Runway 4\03349.jpg,"['165', '197', '187', '177', '144', '148', '113', '113']"
723,.\DataBase\Runway 4\03350.jpg,"['164', '196', '187', '177', '143', '148', '114', '115']"
724,.\DataBase\Runway 4\03351.jpg,"['164', '196', '187', '177', '144', '149', '114', '114']"
725,.\DataBase\Runway 4\03352.jpg,"['165', '196', '187', '178', '143', '148', '113', '113']"
726,.\DataBase\Runway 4\03353.jpg,"['165', '197', '188', '176', '142', '148', '113', '114']"
727,.\DataBase\Runway 4\03354.jpg,"['165', '197', '186', '176', '143', '148', '113', '114']"
728,.\DataBase\Runway 4\03355.jpg,"['164', '197', '187', '177', '142', '149', '113', '114']"
729,.\DataBase\Runway 4\03356.jpg,"['164', '197', '187', '177', '143', '147', '113', '113']"
730,.\DataBase\Runway 4\03357.jpg,"['165', '197', '186', '176', '142', '148', '114', '114']"
731,.\DataBase\Runway 4\03358.jpg,"['165', '196', '186', '177', '142', '147', '114', '113']"
732,.\DataBase\Runway 4\03359.jpg,"['165', '197', '185', '176', '143', '148', '113', '113']"
733,.\DataBase\Runway 4\03360.jpg,"['164', '198', '186', '176', '144', '149', '113', '113']"
734,.\DataBase\Runway 4\03361.jpg,"['165', '197', '186', '176', '144', '149', '112', '113']"
735,.\DataBase\Runway 4\03362.jpg,"['166', '197', '186', '176', '144', '149', '113', '113']"
736,.\DataBase\Runway 4\03363.jpg,"['166', '196', '186', '177', '144', '149', '113', '113']"
737,.\DataBase\Runway 4\03364.jpg,"['164', '197', '186', '176', '143', '148', '113', '113']"
738,.\DataBase\Runway 4\03365.jpg,"['164', '198', '185', '176', '143', '148', '112', '112']"
739,.\DataBase\Runway 4\03366.jpg,"['163', '197', '186', '176', '143', '148', '113', '114']"
740,.\DataBase\Runway 4\03367.jpg,"['165', '198', '185', '177', '144', '149', '112', '114']"
741,.\DataBase\Runway 4\03368.jpg,"['165', '198', '186', '176', '143', '147', '112', '112']"
742,.\DataBase\Runway 4\03369.jpg,"['164', '197', '186', '176', '144', '148', '112', '114']"
743,.\DataBase\Runway 4\03370.jpg,"['163', '197', '186', '176', '143', '149', '113', '114']"
744,.\DataBase\Runway 4\03371.jpg,"['165', '197', '186', '175', '143', '148', '113', '114']"
745,.\DataBase\Runway 4\03372.jpg,"['165', '197', '186', '175', '143', '147', '113', '114']"
746,.\DataBase\Runway 4\03373.jpg,"['163', '197', '186', '176', '143', '148', '113', '113']"
747,.\DataBase\Runway 4\03374.jpg,"['166', '197', '185', '176', '143', '149', '113', '114']"
748,.\DataBase\Runway 4\03375.jpg,"['165', '197', '186', '176', '143', '149', '114', '114']"
749,.\DataBase\Runway 4\03376.jpg,"['165', '197', '185', '175', '144', '148', '112', '113']"
750,.\DataBase\Runway 4\03377.jpg,"['164', '198', '186', '176', '144', '148', '112', '113']"
751,.\DataBase\Runway 4\03378.jpg,"['164', '198', '187', '175', '144', '148', '112', '112']"
752,.\DataBase\Runway 4\03379.jpg,"['163', '198', '187', '175', '145', '148', '113', '113']"
753,.\DataBase\Runway 4\03380.jpg,"['164', '198', '185', '176', '143', '147', '113', '112']"
754,.\DataBase\Runway 4\03381.jpg,"['164', '198', '186', '176', '143', '148', '112', '112']"
755,.\DataBase\Runway 4\03382.jpg,"['163', '198', '186', '176', '144', '148', '112', '112']"
756,.\DataBase\Runway 4\03383.jpg,"['165', '198', '186', '175', '143', '148', '112', '112']"
757,.\DataBase\Runway 4\03384.jpg,"['164', '198', '186', '175', '143', '148', '112', '111']"
758,.\DataBase\Runway 4\03385.jpg,"['164', '197', '186', '176', '142', '147', '111', '112']"
759,.\DataBase\Runway 4\03386.jpg,"['163', '198', '185', '175', '144', '147', '112', '112']"
760,.\DataBase\Runway 4\03387.jpg,"['162', '197', '185', '175', '144', '148', '112', '113']"
761,.\DataBase\Runway 4\03388.jpg,"['163', '195', '185', '175', '143', '148', '114', '113']"
762,.\DataBase\Runway 4\03389.jpg,"['163', '196', '184', '175', '143', '146', '113', '111']"
763,.\DataBase\Runway 4\03390.jpg,"['161', '196', '185', '174', '142', '147', '112', '114']"
764,.\DataBase\Runway 4\03391.jpg,"['161', '195', '184', '173', '143', '148', '113', '113']"
765,.\DataBase\Runway 4\03392.jpg,"['160', '173', '184', '194', '142', '113', '114', '146']"
766,.\DataBase\Runway 4\03393.jpg,"['160', '174', '183', '194', '144', '112', '113', '148']"
767,.\DataBase\Runway 4\03394.jpg,"['160', '194', '183', '172', '143', '149', '114', '113']"
768,.\DataBase\Runway 4\03395.jpg,"['160', '193', '182', '172', '142', '149', '113', '112']"
769,.\DataBase\Runway 4\03396.jpg,"['158', '193', '181', '172', '141', '149', '111', '112']"
770,.\DataBase\Runway 4\03397.jpg,"['157', '193', '181', '172', '144', '149', '112', '112']"
771,.\DataBase\Runway 4\03398.jpg,"['157', '192', '180', '171', '143', '149', '114', '114']"
772,.\DataBase\Runway 4\03399.jpg,"['156', '191', '179', '169', '144', '150', '114', '114']"
773,.\DataBase\Runway 4\03400.jpg,"['156', '190', '178', '170', '143', '150', '115', '115']"
774,.\DataBase\Runway 4\03401.jpg,"['154', '190', '178', '168', '143', '150', '114', '115']"
775,.\DataBase\Runway 4\03402.jpg,"['156', '189', '178', '167', '145', '150', '115', '114']"
776,.\DataBase\Runway 4\03403.jpg,"['153', '189', '177', '166', '145', '151', '115', '115']"
777,.\DataBase\Runway 4\03404.jpg,"['154', '188', '177', '166', '145', '151', '117', '115']"
778,.\DataBase\Runway 4\03405.jpg,"['153', '186', '175', '165', '145', '148', '114', '114']"
779,.\DataBase\Runway 4\03406.jpg,"['152', '187', '175', '163', '145', '151', '115', '115']"
780,.\DataBase\Runway 4\03407.jpg,"['151', '186', '174', '162', '147', '152', '115', '115']"
781,.\DataBase\Runway 4\03408.jpg,"['149', '184', '173', '163', '147', '153', '116', '117']"
782,.\DataBase\Runway 4\03409.jpg,"['148', '184', '173', '162', '147', '152', '115', '117']"
783,.\DataBase\Runway 4\03410.jpg,"['147', '182', '171', '160', '150', '153', '116', '116']"
784,.\DataBase\Runway 4\03411.jpg,"['145', '181', '170', '161', '150', '153', '117', '117']"
785,.\DataBase\Runway 4\03412.jpg,"['145', '181', '169', '160', '150', '155', '118', '118']"
786,.\DataBase\Runway 4\03413.jpg,"['145', '181', '169', '157', '149', '154', '119', '119']"
787,.\DataBase\Runway 4\03414.jpg,"['145', '180', '169', '159', '152', '155', '118', '120']"
788,.\DataBase\Runway 4\03415.jpg,"['143', '179', '168', '158', '151', '153', '119', '119']"
789,.\DataBase\Runway 4\03416.jpg,"['143', '178', '167', '156', '150', '155', '119', '120']"
790,.\DataBase\Runway 4\03417.jpg,"['141', '178', '165', '155', '150', '156', '119', '119']"
791,.\DataBase\Runway 4\03418.jpg,"['142', '177', '165', '155', '152', '158', '121', '121']"
792,.\DataBase\Runway 4\03419.jpg,"['140', '177', '165', '155', '151', '158', '122', '122']"
793,.\DataBase\Runway 4\03420.jpg,"['140', '174', '164', '154', '154', '158', '123', '123']"
794,.\DataBase\Runway 4\03421.jpg,"['139', '175', '165', '154', '152', '158', '123', '123']"
795,.\DataBase\Runway 4\03422.jpg,"['139', '175', '163', '153', '156', '160', '124', '123']"
796,.\DataBase\Runway 4\03423.jpg,"['138', '174', '162', '153', '155', '161', '124', '123']"
797,.\DataBase\Runway 4\03424.jpg,"['139', '173', '162', '151', '156', '160', '124', '125']"
798,.\DataBase\Runway 4\03425.jpg,"['138', '174', '162', '150', '157', '161', '126', '126']"
799,.\DataBase\Runway 4\03426.jpg,"['137', '174', '162', '151', '158', '161', '128', '127']"
800,.\DataBase\Runway 4\03427.jpg,"['136', '172', '162', '151', '158', '164', '127', '127']"
801,.\DataBase\Runway 4\03428.jpg,"['136', '173', '161', '151', '158', '165', '128', '127']"
802,.\DataBase\Runway 4\03429.jpg,"['135', '171', '161', '152', '159', '166', '128', '129']"
803,.\DataBase\Runway 4\03430.jpg,"['135', '172', '162', '152', '159', '167', '129', '129']"
804,.\DataBase\Runway 4\03431.jpg,"['135', '171', '161', '152', '160', '167', '130', '129']"
805,.\DataBase\Runway 4\03432.jpg,"['135', '171', '161', '151', '160', '168', '131', '130']"
806,.\DataBase\Runway 4\03433.jpg,"['135', '172', '161', '151', '163', '169', '131', '131']"
807,.\DataBase\Runway 4\03434.jpg,"['135', '171', '161', '151', '163', '169', '132', '132']"
808,.\DataBase\Runway 4\03435.jpg,"['134', '171', '161', '151', '164', '169', '132', '132']"
809,.\DataBase\Runway 4\03436.jpg,"['134', '171', '160', '150', '164', '171', '133', '133']"
810,.\DataBase\Runway 4\03437.jpg,"['133', '171', '161', '151', '166', '172', '135', '135']"
811,.\DataBase\Runway 4\03438.jpg,"['134', '172', '162', '151', '165', '171', '135', '133']"
812,.\DataBase\Runway 4\03439.jpg,"['135', '173', '161', '152', '166', '173', '135', '135']"
813,.\DataBase\Runway 4\03440.jpg,"['135', '173', '162', '151', '168', '173', '136', '136']"
814,.\DataBase\Runway 4\03441.jpg,"['134', '172', '163', '153', '168', '174', '138', '136']"
815,.\DataBase\Runway 4\03442.jpg,"['135', '173', '162', '152', '168', '175', '137', '137']"
816,.\DataBase\Runway 4\03443.jpg,"['135', '172', '163', '152', '169', '174', '138', '137']"
817,.\DataBase\Runway 4\03444.jpg,"['134', '173', '164', '153', '169', '176', '140', '138']"
818,.\DataBase\Runway 4\03445.jpg,"['136', '173', '163', '153', '170', '176', '139', '138']"
819,.\DataBase\Runway 4\03446.jpg,"['136', '173', '165', '154', '170', '177', '140', '139']"
820,.\DataBase\Runway 4\03447.jpg,"['137', '174', '165', '153', '170', '178', '141', '140']"
821,.\DataBase\Runway 4\03448.jpg,"['136', '175', '166', '153', '169', '178', '140', '139']"
822,.\DataBase\Runway 4\03449.jpg,"['136', '174', '166', '155', '170', '178', '142', '140']"
823,.\DataBase\Runway 4\03450.jpg,"['137', '174', '167', '155', '172', '179', '144', '141']"
824,.\DataBase\Runway 4\03451.jpg,"['137', '175', '166', '156', '171', '178', '142', '142']"
825,.\DataBase\Runway 4\03452.jpg,"['135', '177', '167', '156', '174', '180', '139', '139']"
826,.\DataBase\Runway 4\03453.jpg,"['137', '177', '167', '156', '173', '181', '143', '142']"
827,.\DataBase\Runway 4\03454.jpg,"['140', '177', '168', '157', '173', '181', '142', '141']"
828,.\DataBase\Runway 4\03455.jpg,"['137', '177', '169', '157', '175', '181', '144', '143']"
829,.\DataBase\Runway 4\03456.jpg,"['139', '178', '169', '156', '174', '182', '143', '143']"
830,.\DataBase\Runway 4\03457.jpg,"['139', '178', '169', '157', '174', '182', '143', '143']"
831,.\DataBase\Runway 4\03458.jpg,"['139', '178', '169', '158', '174', '182', '144', '143']"
832,.\DataBase\Runway 4\03459.jpg,"['140', '178', '169', '159', '175', '182', '145', '144']"
833,.\DataBase\Runway 4\03460.jpg,"['140', '179', '170', '159', '173', '182', '144', '142']"
834,.\DataBase\Runway 4\03461.jpg,"['140', '179', '170', '159', '173', '184', '144', '144']"
835,.\DataBase\Runway 4\03462.jpg,"['140', '179', '171', '161', '174', '184', '145', '144']"
836,.\DataBase\Runway 4\03463.jpg,"['140', '179', '172', '161', '175', '184', '145', '144']"
837,.\DataBase\Runway 4\03464.jpg,"['140', '179', '171', '160', '175', '183', '144', '144']"
838,.\DataBase\Runway 4\03465.jpg,"['141', '179', '172', '161', '174', '184', '144', '145']"
839,.\DataBase\Runway 4\03466.jpg,"['140', '179', '172', '161', '175', '183', '146', '144']"
840,.\DataBase\Runway 4\03467.jpg,"['141', '180', '172', '161', '175', '185', '146', '144']"
841,.\DataBase\Runway 4\03468.jpg,"['142', '180', '172', '161', '175', '183', '146', '146']"
842,.\DataBase\Runway 4\03469.jpg,"['141', '180', '172', '162', '176', '185', '146', '146']"
843,.\DataBase\Runway 4\03470.jpg,"['141', '180', '172', '161', '176', '185', '147', '146']"
844,.\DataBase\Runway 4\03471.jpg,"['142', '181', '173', '162', '176', '187', '148', '146']"
845,.\DataBase\Runway 4\03472.jpg,"['142', '180', '173', '162', '175', '186', '148', '147']"
846,.\DataBase\Runway 4\03473.jpg,"['141', '181', '174', '163', '175', '187', '147', '145']"
847,.\DataBase\Runway 4\03474.jpg,"['140', '181', '173', '162', '175', '187', '147', '146']"
848,.\DataBase\Runway 4\03475.jpg,"['142', '180', '174', '162', '176', '187', '148', '146']"
849,.\DataBase\Runway 4\03476.jpg,"['142', '162', '173', '181', '177', '147', '148', '187']"
850,.\DataBase\Runway 4\03477.jpg,"['140', '162', '175', '181', '177', '146', '149', '186']"
851,.\DataBase\Runway 4\03478.jpg,"['142', '181', '173', '163', '177', '187', '147', '147']"
852,.\DataBase\Runway 4\03479.jpg,"['142', '182', '173', '163', '178', '188', '147', '147']"
853,.\DataBase\Runway 4\03480.jpg,"['140', '183', '174', '164', '177', '188', '147', '147']"
854,.\DataBase\Runway 4\03481.jpg,"['141', '183', '175', '162', '177', '187', '148', '147']"
